"Label","Id","Umlscui","Created","ModifiedDate","Synonym","Definition","ExampleImage","Abbrev","CurationStatus","Curator","Comment","EditorialNote","PublicationLink","DefiningCitation","Is part of","RelatedTo","Has role","SuperCategory","Title","Authors","PublicationDate","PublicationName","JournalVolume","JournalNumber","Pages","Figure","Table","RetrievedOn","PMID","DOI","ISBN","PublicationLink (NIF)","Seperator1","CellSomaShape","CellSomaSize","Located in","Polarity","DendriteLocation","NumberOfPrimaryDendrites","SpineDensityOnDendrites","DendriteThickness","BranchingMetrics","AxonLength","OriginOfAxon","LocationOfAxonArborization","CellularSynapticTarget","SubcellularSynapticTarget","Neurotransmitter","DefiningCriteria (PETILLA)","MolecularConstituents","LacksMolecularConstituents","PassiveSubthresholdParameters","FiringPatterns","SpikingFeatures","SynapticPhysiology","DendritePartonomy","ApicalPartonomy","ApicalObliqueLocation","ApicalTrunkLocation","ApicalLocation","BasalLocation","ProximalLocation","DistalLocation","AxonPartonomy","AxonLocation","AxonTerminalLocation","DendriteShape","DendriteSize","ApicalSize","BasalSize","SomaOrientation","DendriteOrientation","AxonOrientation","SomaUltrastructure","DendriteUltrastructure","ApicalUltrastructure","BasalUltrastructure","ProximalUltrastructure","DistalUltrastructure","AxonUltrastructure","Organism (PETILLA)","Species","AxonShape"
"IL2R","","","","","","Neurons of inner labial sensilla, ciliated endings without rootlets. IL2 dendrite ending protrudes through the hole in the socket cell to the outside, hence, it is suggested that IL2 neurons are chemosensory. Stains with DiI/Ca Acetate, DiO (Burket et al., 2006), Di4ANEPPS, and RH421 (Mille and Shakes, 1995).","","","","","","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Express alpha subunit of a nicotinic acetylcholine receptor, DES-2 (Treinin. et al., 2001). IL2L/R express neuropeptide Y receptor like protein, NPR-1 (Coates and de Bono, 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"IL2VL","","","","","","Neurons of inner labial sensilla, ciliated endings without rootlets. IL2 dendrite ending protrudes through the hole in the socket cell to the outside, hence, it is suggested that IL2 neurons are chemosensory. Stains with DiI/Ca Acetate, DiO (Burket et al., 2006), Di4ANEPPS, and RH421 (Mille and Shakes, 1995).","","","","","","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Express alpha subunit of a nicotinic acetylcholine receptor, DES-2 (Treinin. et al., 2001). IL2L/R express neuropeptide Y receptor like protein, NPR-1 (Coates and de Bono, 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"IL2VR","","","","","","Neurons of inner labial sensilla, ciliated endings without rootlets. IL2 dendrite ending protrudes through the hole in the socket cell to the outside, hence, it is suggested that IL2 neurons are chemosensory. Stains with DiI/Ca Acetate, DiO (Burket et al., 2006), Di4ANEPPS, and RH421 (Mille and Shakes, 1995).","","","","","","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Express alpha subunit of a nicotinic acetylcholine receptor, DES-2 (Treinin. et al., 2001). IL2L/R express neuropeptide Y receptor like protein, NPR-1 (Coates and de Bono, 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"LUAL","","","","","","Interneuron, short process in post ventral cord","","","","","Suggested to be a ""connector cell"" between the PLM touch receptors, with which they make gap junctions along the lumbar commissures, and AVA/D interneurons, with which they make chemical synapses in the ventral cord (Chalfie et al., 1985). However, laser ablation does not lead to any abnormalities of movement or touch sensitivity (Chalfie et al., 1985) and no role in tap-withdrawal reflex has been found (Wicks and Rankin, 1995).","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Left lumbar ganglia","","","","","","","","","","","","Express neuropeptide-like protein NLP-13 (Nathoo et al., 2001).","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunit GLR-5 (Brockie et al., 2001). Express a splice variant of the tyramine receptor SER-2 (Tsalik et al., 2003).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"LUAR","","","","","","Interneuron, short process in post ventral cord","","","","","Suggested to be a ""connector cell"" between the PLM touch receptors, with which they make gap junctions along the lumbar commissures, and AVA/D interneurons, with which they make chemical synapses in the ventral cord (Chalfie et al., 1985). However, laser ablation does not lead to any abnormalities of movement or touch sensitivity (Chalfie et al., 1985) and no role in tap-withdrawal reflex has been found (Wicks and Rankin, 1995).","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Right lumbar ganglia","","","","","","","","","","","","Express neuropeptide-like protein NLP-13 (Nathoo et al., 2001).","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunit GLR-5 (Brockie et al., 2001). Express a splice variant of the tyramine receptor SER-2 (Tsalik et al., 2003).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"M1","","","","","","The cell body of M1 is located subdorsally between the muscle and right marginal cell. A single process runs anteriorly in this position to the nerve ring where it then joins the dorsal nerve cord. Upon reaching the level of pm1, the process splits into two to send a vesicle-filled process to each of the subventral nerve cords, synapsing on pm1 and pm2 before reaching the cords. These then run posteriorly for a short length and form synapses on pm2 and pm3 (Albertson and Thomson, 1976).","","","","","Unknown or redundant (Avery and Thomas, 1997).","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Pharynx posterior bulb","","","","","","","","","","","","Possibly acetylcholine (Duerr et al., 2008). Express neuropeptide-like protein NLP-3 (Nathoo et al., 2001).","","Innexin Expression:    Receptor Expression: Expresses glutamate receptor subunits, GLR-2 (Brockie et al., 2001). Suggested to express a subunit of the glutamate-gated chloride channel, AVR-14 (Cook et al., 2006; Brockie and Maricq, 2006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"M2L","","","","","","M2L/R are a pair of unipolar neurons with processes which run anteriorly in the subventral nerve cords. After making synapses on pm5, these processes travel past the pharyngeal nerve ring without changing course. They then travel dorsally piercing through pm4 while making motor synapses on pm4 along this course. These are one of the two pharyngeal neuron pairs (the other, M3) that do not make their dorsal turn within the nerve ring but more anteriorly within the muscle cells. They terminate in gap junctions to each other when they meet on the dorsal side (Albertson and Thomson, 1976).","","","","","Unknown or redundant (Avery and Thomas, 1997; Chiang et al., 2002).","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Pharynx posterior bulb","","","","","","","","","","","","Possibly acetylcholine (Duerr et al., 2008). Express the FMRFamide-related neuropeptides (FaRP), FLP-18 and FLP-21 (Rogers et al., 2003). Express neuropeptide-like proteins NLP-3 and NLP-13 (Nathoo et al., 2001).","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"M2R","","","","","","M2L/R are a pair of unipolar neurons with processes which run anteriorly in the subventral nerve cords. After making synapses on pm5, these processes travel past the pharyngeal nerve ring without changing course. They then travel dorsally piercing through pm4 while making motor synapses on pm4 along this course. These are one of the two pharyngeal neuron pairs (the other, M3) that do not make their dorsal turn within the nerve ring but more anteriorly within the muscle cells. They terminate in gap junctions to each other when they meet on the dorsal side (Albertson and Thomson, 1976).","","","","","Unknown or redundant (Avery and Thomas, 1997; Chiang et al., 2002).","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Pharynx posterior bulb","","","","","","","","","","","","Possibly acetylcholine (Duerr et al., 2008). Express the FMRFamide-related neuropeptides (FaRP), FLP-18 and FLP-21 (Rogers et al., 2003). Express neuropeptide-like proteins NLP-3 and NLP-13 (Nathoo et al., 2001).","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"M3L","","","","","","M3s are a bilaterally symmetric pair of inhibitory glutamatergic neurons with output to the metacorpus and possibly the isthmus. They are bipolar neurons with a posterior dendrite and an anterodorsal axon. The posterior process is approximately 5 µm and makes an occasional single synapse to pm5. The anterior projection of these cells grows past the nerve ring, and sends one branch to the dorsal side through pm4 similar to the process of M2 neuron. An additional branch runs posteriorly between pm4 and pm5 at the outside of the pharynx to just behind the nerve ring and terminates with neuromuscular synapses on the posterior edge of pm4. The branches to the dorsal side make no neuromuscular synapses along their dorsal trajectory, but similar to the two subventral branches, they pass posteriorly between pm4 and pm5 at the dorsal edge of the pharynx and form synapses on pm4 behind the nerve ring (Albertson and Thomson, 1976)..","","","","","M3s modulate the timing of pharyngeal relaxation in corpus and promote rapid relaxation of the pharyngeal muscle following contraction. When M3s are decoupled from the pharyngeal muscle by mutating the postsynaptic receptor (a glutamate-gated chloride channel partly encoded by avr-15) for M3 neurotransmission, the duration of pharyngeal contraction increases (Dent et al., 1997). Each M3 is suggested to be proprioceptive and fire in response to corpus muscle contraction, which, in turn, induces inhibitory postsynaptic potentials (repolarization) and relaxation of the muscle. This relaxation seems to be important for effective transport of bacteria within the lumen (Avery and Thomas, 1997). Exogenous serotonin mimics the presence of food and induces rapid contraction-relaxation cycles with shortened action potentials in pharynx. This effect is dependent on MC and M3 neurons (see model below) (Niacaris and Avery, 2003).","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Pharynx posterior bulb","","","","","","","","","","","","Possibly glutamate (express the glutamate transporter, GLT-1) (Radice and Visser, 1996, Lee et al., 1999). Express the FMRFamide-related neuropeptide (FaRP), FLP-18 (Rogers et al., 2003). Express neuropeptide-like protein, NLP-3 (Nathoo et al., 2001).","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunit GLR-8 (Brockie et al., 2001). Express neuropeptide Y receptor like protein, NPR-1 (Coates and de Bono, 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"M3R","","","","","","M3s are a bilaterally symmetric pair of inhibitory glutamatergic neurons with output to the metacorpus and possibly the isthmus. They are bipolar neurons with a posterior dendrite and an anterodorsal axon. The posterior process is approximately 5 µm and makes an occasional single synapse to pm5. The anterior projection of these cells grows past the nerve ring, and sends one branch to the dorsal side through pm4 similar to the process of M2 neuron. An additional branch runs posteriorly between pm4 and pm5 at the outside of the pharynx to just behind the nerve ring and terminates with neuromuscular synapses on the posterior edge of pm4. The branches to the dorsal side make no neuromuscular synapses along their dorsal trajectory, but similar to the two subventral branches, they pass posteriorly between pm4 and pm5 at the dorsal edge of the pharynx and form synapses on pm4 behind the nerve ring (Albertson and Thomson, 1976)..","","","","","M3s modulate the timing of pharyngeal relaxation in corpus and promote rapid relaxation of the pharyngeal muscle following contraction. When M3s are decoupled from the pharyngeal muscle by mutating the postsynaptic receptor (a glutamate-gated chloride channel partly encoded by avr-15) for M3 neurotransmission, the duration of pharyngeal contraction increases (Dent et al., 1997). Each M3 is suggested to be proprioceptive and fire in response to corpus muscle contraction, which, in turn, induces inhibitory postsynaptic potentials (repolarization) and relaxation of the muscle. This relaxation seems to be important for effective transport of bacteria within the lumen (Avery and Thomas, 1997). Exogenous serotonin mimics the presence of food and induces rapid contraction-relaxation cycles with shortened action potentials in pharynx. This effect is dependent on MC and M3 neurons (see model below) (Niacaris and Avery, 2003).","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Pharynx posterior bulb","","","","","","","","","","","","Possibly glutamate (express the glutamate transporter, GLT-1) (Radice and Visser, 1996, Lee et al., 1999). Express the FMRFamide-related neuropeptide (FaRP), FLP-18 (Rogers et al., 2003). Express neuropeptide-like protein, NLP-3 (Nathoo et al., 2001).","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunit GLR-8 (Brockie et al., 2001). Express neuropeptide Y receptor like protein, NPR-1 (Coates and de Bono, 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"M4","","","","","","The cell body of M4 is located dorsally at the level of the nerve ring. M4 sends two ventral branches, which run around the nerve ring on each side. These processes then cross to the other side and continue to run posteriorly in the subventral nerve cords. In the isthmus, M4 makes neuromuscular synapses on pm5. The two processes turn dorsally in the terminal bulb commissure, meet each other in gap junctions and run anteriorly in the dorsal nerve cord for some variable distance through the isthmus before ending. These also make synapses on pm5 on the dorsal side. Unlike other pharyngeal motor neurons, M4 contains darkly-staining vesicles, similar to the 65 nm dense core vesicles associated with some amphidial neurones (Albertson and Thomson, 1976).","","","","","M4 is essential for feeding in wild- type worms. M4 synapses on the isthmus and the terminal bulb, and is necessary for posterior isthmus peristalsis (Avery and Thomas, 1997). Worms lacking M4 continue pumping, however, bacteria become trapped in corpus and anterior isthmus and these worms fail to grow since they can not pass the food to their intestines.","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Pharynx anterior bulb","","","","","","","","","","","","Possibly acetylcholine (Duerr et al., 2008). Express the FMRFamide-related neuropeptide (FaRP), FLP-21 (Rogers et al., 2003).","","Innexin Expression:    Receptor Expression: Expresses G-alpha(s) coupled 5-HT7-like receptor, SER7b (Hobson et al., 2003). Expresses glutamate receptor subunit GLR-8 (Brockie et al., 2001).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"M5","","","","","","M5 is located subdorsally on the left, posterior to pm7. It sends one dorsal and one ventral process. Dorsal process makes a half circle running behind pm7. The two processes then cross on the ventral side and run anteriorly adjacent to the ventral marginal cell until they reach the terminal bulb commissure. The processes pass under the cell bodies of motor neurons M2 and continue to meet in gap junctions on the dorsal side of the terminal bulb commissure. Along the way they also send short, posterior branches which run on either side of the subdorsal marginal cells (Albertson and Thomson, 1976).","","","","","Unknown or redundant (Avery and Thomas, 1997).","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Pharynx posterior bulb","","","","","","","","","","","","Possibly acetylcholine (Duerr et al., 2008). Express FMRFamide-like peptide, FLP-1 precursor (Nelson et al., 1998).","","Innexin Expression:    Receptor Expression: Expresses glutamate receptor subunit GLR-8 (Brockie et al., 2001).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"MCL","","","","","","MC's are a pair of cholinergic excitatory (motor) neurons. Anteriorly, they have free subcuticular (putative proprioceptive) endings between pm3 and pm4. Posteriorly, each cell sends a process which enters the nerve ring from the subventral nerve cord and makes a loop around the nerve ring. On the dorsal side these processes send a branch to the outside edge of the pharynx under the marginal cell 2 (mc2) of the opposite side. Once they reach the opposite ventral side, each process continues to run posteriorly under the ventral marginal cell, terminating at the very anterior of the isthmus. Their most prominent connections are gap junctions to M2 and they synapse strongly on the mc2 (Albertson and Thomson, 1976). MC's also synapse onto pm4 (L. Avery pers. comm.)","","","","","MC's control the frequency of pharyngeal pumping (Avery and Thomas, 1997). They initiate pharyngeal muscle action potentials, and hence, function as pacemakers of pumping. Release of Ach from MC neurons stimulates the muscle via a postsynaptic nicotinic ACh receptor encoded by eat-2 (Niacaris and Avery, 2003; McKay et al., 2004). In eat-2 mutants MC is decoupled from pharyngeal muscle and the pharynx is unable to pump rapidly in the presence of food. Modulators of pharyngeal pumping such as exogenous serotonin mostly act through MC neurons.","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Pharynx anterior bulb","","","","","","","","","","","","Acetylcholine (Niacaris and Avery, 2003; Raizen et al, 1995). Express the FMRFamide-related neuropeptide (FaRP), FLP-21 (Rogers et al., 2003).","","Innexin Expression:    Receptor Expression: Expresses glutamate receptor subunit GLR-8 (Brockie et al., 2001).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"MCR","","","","","","MC's are a pair of cholinergic excitatory (motor) neurons. Anteriorly, they have free subcuticular (putative proprioceptive) endings between pm3 and pm4. Posteriorly, each cell sends a process which enters the nerve ring from the subventral nerve cord and makes a loop around the nerve ring. On the dorsal side these processes send a branch to the outside edge of the pharynx under the marginal cell 2 (mc2) of the opposite side. Once they reach the opposite ventral side, each process continues to run posteriorly under the ventral marginal cell, terminating at the very anterior of the isthmus. Their most prominent connections are gap junctions to M2 and they synapse strongly on the mc2 (Albertson and Thomson, 1976). MC's also synapse onto pm4 (L. Avery pers. comm.)","","","","","MC's control the frequency of pharyngeal pumping (Avery and Thomas, 1997). They initiate pharyngeal muscle action potentials, and hence, function as pacemakers of pumping. Release of Ach from MC neurons stimulates the muscle via a postsynaptic nicotinic ACh receptor encoded by eat-2 (Niacaris and Avery, 2003; McKay et al., 2004). In eat-2 mutants MC is decoupled from pharyngeal muscle and the pharynx is unable to pump rapidly in the presence of food. Modulators of pharyngeal pumping such as exogenous serotonin mostly act through MC neurons.","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Pharynx anterior bulb","","","","","","","","","","","","Acetylcholine (Niacaris and Avery, 2003; Raizen et al, 1995). Express the FMRFamide-related neuropeptide (FaRP), FLP-21 (Rogers et al., 2003).","","Innexin Expression:    Receptor Expression: Expresses glutamate receptor subunit GLR-8 (Brockie et al., 2001).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"MI","","","","","","MI is a unipolar neuron which is located in the dorsal nerve cord, anterior to the pharyngeal nerve ring. Its process makes a complete turn around the ring in a clockwise or counterclockwise fashion ending in dorsal cord. This neuron makes variable synapses that often have both nerve and muscle as the post synaptic cells (see connectivity diagram below) (Albertson and Thomson, 1976).","","","","","Unknown or redundant (Avery and Thomas, 1997).","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Pharynx anterior bulb","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Expresses glutamate receptor subunits, GLR-2 (Brockie et al., 2001).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"NSML","","","","","","NSM cell bodies are located in the pharyngeal subventral nerve cords just anterior to the nerve ring. These cells are bipolar with one major process from each cell bifurcating near the cell body to two thick processes. There is also a third, long, thin process that originates from the cell body and possibly functions as proprioceptive (Axang et al., 2008). One of the two main branches crosses to the opposite side, turns dorsally within the nerve ring and continues its trajectory posteriorly within the dorsal nerve cord of the isthmus. The other branch runs posteriorly within the subventral nerve cord of the isthmus. These processes run at the most outside edge of the nerve cords, very close to pseudocoelom, and make synapses to the pharyngeal basement membrane and muscle cells. Both processes terminate before reaching the terminal bulb. Within the isthmus these processes periodically swell to form varicosities filled with large, lightly- and darkly-staining membrane bound vesicles, as well as small clear vesicles. 
Along with these major processes NSM's also have small, synapse-free processes with free endings just under the cuticle of the pharyngeal lumen at the boundary between the corpus and isthmus (where bacteria accumulate). These endings are attached to the adjacent muscle cells by desmosomes and are thought to act as stretch (proprioceptive) receptors. These processes can not be seen at the light microscopic level (therefore not obvious in GFP images below). They have also been omitted from the drawn images below. The NSM's receive extensive synapses from I2 (see connectivity diagram below) (Albertson and Thomson, 1976). NSM's are serotonergic but they are also able to take up exogenous serotonin via a serotonin reuptake transporter, MOD-5 (Ranganathan et al., 2001).","","","","","Initially suggested to have neurohumoral function signaling the presence of food to the body since NSM's appear secretory by morphology and have processes that run in close apposition to the pseudocoelom over most of their lengths (Albertson and Thomson, 1976, Avery and Thomas, 1997). They were postulated to sense bacteria in their lumen by their proprioceptive endings and transmit this to the rest of the body by secretions to the pseudocoelomic fluid. The presence of food leads to increased pharyngeal pumping, decreased locomotion and increased egg-laying behavior. Exogenous application of serotonin also induces these responses supporting the hypothesis NSM's can function neurohumorally by serotonin secretion. However, ablation of NSM's have only subtle effects on pumping suggesting they may not play any important role in this behavior (Avery et al., 1993, Avery and Thomas, 1997). When placed on a bacterial lawn, previously food-deprived animals slow down their locomotion to a higher degree compared to well-fed animals. This phenomenon is described as ""the enhanced slowing response"". When NSM's are ablated there is a small but significant decrease in the enhanced slowing response suggesting NSM's contribute to this behavior (Sawin et al., 2000).","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Pharynx anterior bulb","","","","","","","","","","","","Serotonin (Horvitz et al., 1982; Sze et al., 2000). Glutamate (Lee et al., 1999). Express neuropeptide-like proteins, NLP-13, NLP-18, NLP-19 (Nathoo et al., 2001).","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunits, GLR-7 and GLR-8 (Brockie et al., 2001). Express a splice variant of the tyramine receptor SER-2 (Tsalik et al., 2003). Suggested to express AEX-2, a 7-transmembrane domain protein with homology to the G protein-coupled receptor family (Round et al., 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"NSMR","","","","","","NSM cell bodies are located in the pharyngeal subventral nerve cords just anterior to the nerve ring. These cells are bipolar with one major process from each cell bifurcating near the cell body to two thick processes. There is also a third, long, thin process that originates from the cell body and possibly functions as proprioceptive (Axang et al., 2008). One of the two main branches crosses to the opposite side, turns dorsally within the nerve ring and continues its trajectory posteriorly within the dorsal nerve cord of the isthmus. The other branch runs posteriorly within the subventral nerve cord of the isthmus. These processes run at the most outside edge of the nerve cords, very close to pseudocoelom, and make synapses to the pharyngeal basement membrane and muscle cells. Both processes terminate before reaching the terminal bulb. Within the isthmus these processes periodically swell to form varicosities filled with large, lightly- and darkly-staining membrane bound vesicles, as well as small clear vesicles. 
Along with these major processes NSM's also have small, synapse-free processes with free endings just under the cuticle of the pharyngeal lumen at the boundary between the corpus and isthmus (where bacteria accumulate). These endings are attached to the adjacent muscle cells by desmosomes and are thought to act as stretch (proprioceptive) receptors. These processes can not be seen at the light microscopic level (therefore not obvious in GFP images below). They have also been omitted from the drawn images below. The NSM's receive extensive synapses from I2 (see connectivity diagram below) (Albertson and Thomson, 1976). NSM's are serotonergic but they are also able to take up exogenous serotonin via a serotonin reuptake transporter, MOD-5 (Ranganathan et al., 2001).","","","","","Initially suggested to have neurohumoral function signaling the presence of food to the body since NSM's appear secretory by morphology and have processes that run in close apposition to the pseudocoelom over most of their lengths (Albertson and Thomson, 1976, Avery and Thomas, 1997). They were postulated to sense bacteria in their lumen by their proprioceptive endings and transmit this to the rest of the body by secretions to the pseudocoelomic fluid. The presence of food leads to increased pharyngeal pumping, decreased locomotion and increased egg-laying behavior. Exogenous application of serotonin also induces these responses supporting the hypothesis NSM's can function neurohumorally by serotonin secretion. However, ablation of NSM's have only subtle effects on pumping suggesting they may not play any important role in this behavior (Avery et al., 1993, Avery and Thomas, 1997). When placed on a bacterial lawn, previously food-deprived animals slow down their locomotion to a higher degree compared to well-fed animals. This phenomenon is described as ""the enhanced slowing response"". When NSM's are ablated there is a small but significant decrease in the enhanced slowing response suggesting NSM's contribute to this behavior (Sawin et al., 2000).","","","","","","Motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Pharynx anterior bulb","","","","","","","","","","","","Serotonin (Horvitz et al., 1982; Sze et al., 2000). Glutamate (Lee et al., 1999). Express neuropeptide-like proteins, NLP-13, NLP-18, NLP-19 (Nathoo et al., 2001).","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunits, GLR-7 and GLR-8 (Brockie et al., 2001). Express a splice variant of the tyramine receptor SER-2 (Tsalik et al., 2003). Suggested to express AEX-2, a 7-transmembrane domain protein with homology to the G protein-coupled receptor family (Round et al., 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"OLLL","","","","","","Neurons of outer labial lateral sensilla, ciliated endings with striated rootlets.","","","","","Putative mechanosensory.","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Express a splice variant of the tyramine receptor SER-2 (Tsalik et al., 2003).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"OLLR","","","","","","Neurons of outer labial lateral sensilla, ciliated endings with striated rootlets.","","","","","Putative mechanosensory.","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Express a splice variant of the tyramine receptor SER-2 (Tsalik et al., 2003).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"OLQDL","","","","","","Neurons of outer labial lateral sensilla, ciliated endings with striated rootlets.","","","","","When worms are touched on either the dorsal or ventral sides of their nose with an eyelash, they interrupt the normal pattern of foraging and undergo an aversive head-withdrawal reflex. This simple reflex is mediated by two classes of mechanosensory neurons (OLQ and IL1) and their synaptic targets, the RMD motor neurons. Killing any of these cells, alone or in combination, diminishes the head withdrawal reflex. IL1, OLQ, and RMD also regulate spontaneous foraging movements. Laser operated animals lacking IL1 and OLQ forage abnormally slowly and make exaggerated dorsal and ventral nose turns (Hart et al., 1995; Kaplan and Driscoll, 1997; Goodman, 2006).","","","","","","Sensory neuron/interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","Glutamate. Expresses VGluT, EAT-4 (Lee et al., 1999).","","Innexin Expression:    Receptor Expression: Express mammalian capsaicin receptor-like channel protein OSM-9 (Colbert et al., 1997). Express osm-9/capsaicin receptor related TRPV protein, OCR-4 (Tobin et al., 2002). Express neuropeptide Y receptor like protein, NPR-1 (Coates and de Bono, 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"OLQDR","","","","","","Neurons of outer labial lateral sensilla, ciliated endings with striated rootlets.","","","","","When worms are touched on either the dorsal or ventral sides of their nose with an eyelash, they interrupt the normal pattern of foraging and undergo an aversive head-withdrawal reflex. This simple reflex is mediated by two classes of mechanosensory neurons (OLQ and IL1) and their synaptic targets, the RMD motor neurons. Killing any of these cells, alone or in combination, diminishes the head withdrawal reflex. IL1, OLQ, and RMD also regulate spontaneous foraging movements. Laser operated animals lacking IL1 and OLQ forage abnormally slowly and make exaggerated dorsal and ventral nose turns (Hart et al., 1995; Kaplan and Driscoll, 1997; Goodman, 2006).","","","","","","Sensory neuron/interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Head","","","","","","","","","","","","Glutamate. Expresses VGluT, EAT-4 (Lee et al., 1999).","","Innexin Expression:    Receptor Expression: Express mammalian capsaicin receptor-like channel protein OSM-9 (Colbert et al., 1997). Express osm-9/capsaicin receptor related TRPV protein, OCR-4 (Tobin et al., 2002). Express neuropeptide Y receptor like protein, NPR-1 (Coates and de Bono, 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
